timestamp,open,high,low,close
2019-08-12 13:55:00,105.217,105.219,105.19,105.218
2019-08-12 13:50:00,105.224,105.233,105.17,105.21
2019-08-12 13:45:00,105.187,105.242,105.17,105.222
2019-08-12 13:40:00,105.178,105.205,105.14,105.188
2019-08-12 13:35:00,105.187,105.206,105.14,105.17
2019-08-12 13:30:00,105.19,105.224,105.14,105.187
2019-08-12 13:25:00,105.189,105.204,105.15,105.188
2019-08-12 13:20:00,105.16,105.194,105.14,105.189
2019-08-12 13:15:00,105.173,105.191,105.14,105.17
2019-08-12 13:10:00,105.189,105.202,105.14,105.16
2019-08-12 13:05:00,105.206,105.223,105.16,105.19
2019-08-12 13:00:00,105.208,105.22,105.15,105.206
2019-08-12 12:55:00,105.14,105.234,105.14,105.21
2019-08-12 12:50:00,105.15,105.181,105.11,105.176
2019-08-12 12:45:00,105.152,105.165,105.11,105.15
2019-08-12 12:40:00,105.146,105.163,105.1,105.15
2019-08-12 12:35:00,105.149,105.18,105.12,105.146
2019-08-12 12:30:00,105.186,105.186,105.09,105.153
2019-08-12 12:25:00,105.127,105.203,105.1,105.185
2019-08-12 12:20:00,105.146,105.146,105.08,105.126
2019-08-12 12:15:00,105.139,105.162,105.09,105.146
2019-08-12 12:10:00,105.167,105.171,105.1,105.14
2019-08-12 12:05:00,105.153,105.173,105.12,105.168
2019-08-12 12:00:00,105.135,105.165,105.11,105.154
2019-08-12 11:55:00,105.124,105.14,105.08,105.134
2019-08-12 11:50:00,105.15,105.158,105.09,105.12
2019-08-12 11:45:00,105.135,105.156,105.08,105.153
2019-08-12 11:40:00,105.162,105.163,105.08,105.134
2019-08-12 11:35:00,105.12,105.166,105.08,105.16
2019-08-12 11:30:00,105.104,105.127,105.07,105.119
2019-08-12 11:25:00,105.058,105.104,105.02,105.101
2019-08-12 11:20:00,105.08,105.09,105.02,105.055
2019-08-12 11:15:00,105.112,105.113,105.04,105.084
2019-08-12 11:10:00,105.123,105.132,105.08,105.112
2019-08-12 11:05:00,105.121,105.152,105.08,105.12
2019-08-12 11:00:00,105.128,105.154,105.09,105.121
2019-08-12 10:55:00,105.165,105.204,105.09,105.126
2019-08-12 10:50:00,105.15,105.179,105.12,105.168
2019-08-12 10:45:00,105.162,105.176,105.12,105.156
2019-08-12 10:40:00,105.175,105.181,105.12,105.163
2019-08-12 10:35:00,105.195,105.221,105.14,105.175
2019-08-12 10:30:00,105.2,105.207,105.14,105.194
2019-08-12 10:25:00,105.229,105.231,105.16,105.198
2019-08-12 10:20:00,105.17,105.242,105.17,105.228
2019-08-12 10:15:00,105.199,105.216,105.15,105.205
2019-08-12 10:10:00,105.159,105.204,105.14,105.199
2019-08-12 10:05:00,105.16,105.18,105.12,105.161
2019-08-12 10:00:00,105.173,105.191,105.13,105.157
2019-08-12 09:55:00,105.17,105.202,105.14,105.169
2019-08-12 09:50:00,105.12,105.181,105.12,105.177
2019-08-12 09:45:00,105.205,105.209,105.13,105.156
2019-08-12 09:40:00,105.229,105.23,105.17,105.206
2019-08-12 09:35:00,105.179,105.23,105.16,105.228
2019-08-12 09:30:00,105.212,105.23,105.15,105.18
2019-08-12 09:25:00,105.188,105.213,105.13,105.212
2019-08-12 09:20:00,105.155,105.191,105.13,105.18
2019-08-12 09:15:00,105.186,105.188,105.12,105.156
2019-08-12 09:10:00,105.241,105.245,105.16,105.186
2019-08-12 09:05:00,105.22,105.251,105.2,105.24
2019-08-12 09:00:00,105.279,105.282,105.19,105.227
2019-08-12 08:55:00,105.27,105.29,105.23,105.278
2019-08-12 08:50:00,105.257,105.281,105.22,105.27
2019-08-12 08:45:00,105.294,105.311,105.23,105.257
2019-08-12 08:40:00,105.356,105.365,105.27,105.293
2019-08-12 08:35:00,105.299,105.36,105.26,105.357
2019-08-12 08:30:00,105.3,105.326,105.25,105.29
2019-08-12 08:25:00,105.259,105.303,105.21,105.3
2019-08-12 08:20:00,105.31,105.348,105.21,105.25
2019-08-12 08:15:00,105.381,105.392,105.3,105.339
2019-08-12 08:10:00,105.364,105.398,105.33,105.38
2019-08-12 08:05:00,105.41,105.457,105.3,105.365
2019-08-12 08:00:00,105.49,105.492,105.43,105.45
2019-08-12 07:55:00,105.478,105.5,105.44,105.488
2019-08-12 07:50:00,105.496,105.499,105.44,105.477
2019-08-12 07:45:00,105.536,105.541,105.46,105.495
2019-08-12 07:40:00,105.494,105.542,105.47,105.537
2019-08-12 07:35:00,105.506,105.517,105.45,105.499
2019-08-12 07:30:00,105.524,105.543,105.47,105.506
2019-08-12 07:25:00,105.566,105.568,105.5,105.526
2019-08-12 07:20:00,105.49,105.579,105.49,105.563
2019-08-12 07:15:00,105.49,105.514,105.45,105.51
2019-08-12 07:10:00,105.464,105.491,105.43,105.49
2019-08-12 07:05:00,105.461,105.48,105.42,105.463
2019-08-12 07:00:00,105.409,105.481,105.38,105.461
2019-08-12 06:55:00,105.387,105.412,105.36,105.405
2019-08-12 06:50:00,105.412,105.413,105.36,105.38
2019-08-12 06:45:00,105.42,105.431,105.37,105.41
2019-08-12 06:40:00,105.423,105.436,105.38,105.42
2019-08-12 06:35:00,105.389,105.427,105.37,105.423
2019-08-12 06:30:00,105.389,105.405,105.36,105.39
2019-08-12 06:25:00,105.388,105.401,105.35,105.392
2019-08-12 06:20:00,105.404,105.41,105.35,105.387
2019-08-12 06:15:00,105.411,105.416,105.37,105.4
2019-08-12 06:10:00,105.416,105.423,105.37,105.411
2019-08-12 06:05:00,105.431,105.431,105.37,105.414
2019-08-12 06:00:00,105.423,105.442,105.37,105.43
2019-08-12 05:55:00,105.41,105.43,105.38,105.42
2019-08-12 05:50:00,105.36,105.412,105.36,105.41
2019-08-12 05:45:00,105.41,105.422,105.36,105.38
2019-08-12 05:40:00,105.419,105.434,105.38,105.41
2019-08-12 05:35:00,105.426,105.44,105.39,105.422
2019-08-12 05:30:00,105.422,105.43,105.41,105.42
2019-08-12 05:25:00,105.431,105.436,105.39,105.42
2019-08-12 05:20:00,105.429,105.441,105.39,105.433
2019-08-12 05:15:00,105.425,105.44,105.39,105.43
2019-08-12 05:10:00,105.416,105.433,105.39,105.426
2019-08-12 05:05:00,105.391,105.422,105.37,105.41
2019-08-12 05:00:00,105.406,105.412,105.35,105.394
2019-08-12 04:55:00,105.401,105.413,105.36,105.405
2019-08-12 04:50:00,105.411,105.414,105.37,105.406
2019-08-12 04:45:00,105.418,105.434,105.38,105.409
2019-08-12 04:40:00,105.41,105.426,105.38,105.42
2019-08-12 04:35:00,105.415,105.431,105.38,105.42
2019-08-12 04:30:00,105.405,105.429,105.38,105.41
2019-08-12 04:25:00,105.42,105.423,105.37,105.4
2019-08-12 04:20:00,105.397,105.424,105.38,105.4
2019-08-12 04:15:00,105.397,105.406,105.35,105.39
2019-08-12 04:10:00,105.41,105.432,105.37,105.39
2019-08-12 04:05:00,105.448,105.462,105.38,105.38
2019-08-12 04:00:00,105.45,105.461,105.42,105.452
2019-08-12 03:55:00,105.468,105.472,105.42,105.45
2019-08-12 03:50:00,105.453,105.473,105.44,105.469
2019-08-12 03:45:00,105.464,105.474,105.42,105.455
2019-08-12 03:40:00,105.47,105.48,105.46,105.469
2019-08-12 03:35:00,105.469,105.48,105.43,105.466
2019-08-12 03:30:00,105.468,105.485,105.43,105.471
2019-08-12 03:25:00,105.455,105.472,105.42,105.464
2019-08-12 03:20:00,105.464,105.472,105.43,105.454
2019-08-12 03:15:00,105.44,105.472,105.42,105.458
2019-08-12 03:10:00,105.464,105.465,105.41,105.45
2019-08-12 03:05:00,105.473,105.48,105.43,105.462
2019-08-12 03:00:00,105.464,105.474,105.42,105.465
2019-08-12 02:55:00,105.46,105.467,105.45,105.463
2019-08-12 02:50:00,105.476,105.483,105.43,105.462
2019-08-12 02:45:00,105.466,105.48,105.41,105.476
2019-08-12 02:40:00,105.443,105.477,105.41,105.464
2019-08-12 02:35:00,105.472,105.48,105.41,105.436
2019-08-12 02:30:00,105.477,105.484,105.44,105.47
2019-08-12 02:25:00,105.487,105.501,105.44,105.475
2019-08-12 02:20:00,105.49,105.502,105.45,105.491
2019-08-12 02:15:00,105.502,105.516,105.46,105.497
2019-08-12 02:10:00,105.471,105.506,105.44,105.499
2019-08-12 02:05:00,105.49,105.49,105.44,105.468
2019-08-12 02:00:00,105.504,105.506,105.45,105.484
2019-08-12 01:55:00,105.526,105.527,105.47,105.494
2019-08-12 01:50:00,105.522,105.526,105.47,105.526
2019-08-12 01:45:00,105.512,105.544,105.48,105.524
2019-08-12 01:40:00,105.552,105.553,105.47,105.512
