timestamp,next_open,open,high,low,close
2019-08-06 23:35:00,106.317,106.329,106.35,106.28,106.317
2019-08-06 23:40:00,106.307,106.317,106.324,106.27,106.306
2019-08-06 23:45:00,106.31,106.307,106.32,106.25,106.309
2019-08-06 23:50:00,106.318,106.31,106.329,106.26,106.318
2019-08-06 23:55:00,106.324,106.318,106.351,106.28,106.323
2019-08-07 00:00:00,106.332,106.324,106.377,106.27,106.332
2019-08-07 00:05:00,106.155,106.332,106.341,106.12,106.155
2019-08-07 00:10:00,106.224,106.155,106.241,106.13,106.224
2019-08-07 00:15:00,106.211,106.224,106.25,106.18,106.209
2019-08-07 00:20:00,106.208,106.211,106.247,106.18,106.207
2019-08-07 00:25:00,106.109,106.208,106.215,106.09,106.108
2019-08-07 00:30:00,106.146,106.109,106.157,106.07,106.146
2019-08-07 00:35:00,106.132,106.146,106.171,106.09,106.131
2019-08-07 00:40:00,106.169,106.132,106.18,106.1,106.171
2019-08-07 00:45:00,106.159,106.169,106.178,106.09,106.162
2019-08-07 00:50:00,106.14,106.159,106.162,106.04,106.139
2019-08-07 00:55:00,106.257,106.14,106.29,106.11,106.257
2019-08-07 01:00:00,106.34,106.257,106.343,106.23,106.34
2019-08-07 01:05:00,106.314,106.34,106.344,106.24,106.314
2019-08-07 01:10:00,106.247,106.314,106.316,106.22,106.249
2019-08-07 01:15:00,106.229,106.247,106.339,106.1,106.23
2019-08-07 01:20:00,106.168,106.229,106.306,106.14,106.168
2019-08-07 01:25:00,106.17,106.168,106.198,106.12,106.168
2019-08-07 01:30:00,106.16,106.17,106.202,106.12,106.158
2019-08-07 01:35:00,106.162,106.16,106.174,106.09,106.162
2019-08-07 01:40:00,106.181,106.162,106.199,106.11,106.181
2019-08-07 01:45:00,106.165,106.181,106.193,106.12,106.163
2019-08-07 01:50:00,106.207,106.165,106.253,106.11,106.207
2019-08-07 01:55:00,106.222,106.207,106.243,106.17,106.223
2019-08-07 02:00:00,106.154,106.222,106.225,106.14,106.153
2019-08-07 02:05:00,106.101,106.154,106.157,106.08,106.1
2019-08-07 02:10:00,106.1,106.101,106.147,106.07,106.101
2019-08-07 02:15:00,106.09,106.1,106.127,106.05,106.094
2019-08-07 02:20:00,106.073,106.09,106.096,106,106.073
2019-08-07 02:25:00,106.018,106.073,106.103,105.98,106.016
2019-08-07 02:30:00,106.069,106.018,106.071,105.98,106.069
2019-08-07 02:35:00,106.074,106.069,106.124,106.03,106.074
2019-08-07 02:40:00,106.102,106.074,106.113,106.02,106.09
2019-08-07 02:45:00,106.096,106.102,106.124,106.06,106.097
2019-08-07 02:50:00,106.158,106.096,106.172,106.05,106.156
2019-08-07 02:55:00,106.102,106.158,106.158,106.08,106.09
2019-08-07 03:00:00,106.072,106.102,106.119,106.05,106.072
2019-08-07 03:05:00,106.05,106.072,106.094,106.02,106.059
2019-08-07 03:10:00,105.947,106.05,106.063,105.91,105.947
2019-08-07 03:15:00,105.944,105.947,106,105.9,105.945
2019-08-07 03:20:00,105.994,105.944,106.006,105.91,105.991
2019-08-07 03:25:00,105.99,105.994,106.001,105.94,105.992
2019-08-07 03:30:00,106.028,105.99,106.048,105.96,106.028
2019-08-07 03:35:00,106.084,106.028,106.118,106,106.084
2019-08-07 03:40:00,106.072,106.084,106.106,106.03,106.072
2019-08-07 03:45:00,106.084,106.072,106.096,106.03,106.082
2019-08-07 03:50:00,106.063,106.084,106.106,106.04,106.061
2019-08-07 03:55:00,106.059,106.063,106.08,106.02,106.064
2019-08-07 04:00:00,106.087,106.059,106.101,106.02,106.088
2019-08-07 04:05:00,106.116,106.087,106.13,106.06,106.116
2019-08-07 04:10:00,106.144,106.116,106.153,106.08,106.146
2019-08-07 04:15:00,106.139,106.144,106.148,106.1,106.137
2019-08-07 04:20:00,106.11,106.139,106.146,106.07,106.122
2019-08-07 04:25:00,106.083,106.11,106.13,106.05,106.085
2019-08-07 04:30:00,106.08,106.083,106.096,106.04,106.083
2019-08-07 04:35:00,106.089,106.08,106.1,106.04,106.089
2019-08-07 04:40:00,106.101,106.089,106.123,106.06,106.103
2019-08-07 04:45:00,106.108,106.101,106.137,106.07,106.106
2019-08-07 04:50:00,106.102,106.108,106.123,106.07,106.102
2019-08-07 04:55:00,106.095,106.102,106.103,106.05,106.095
2019-08-07 05:00:00,106.124,106.095,106.13,106.06,106.124
2019-08-07 05:05:00,106.12,106.124,106.13,106.08,106.12
2019-08-07 05:10:00,106.173,106.12,106.175,106.09,106.172
2019-08-07 05:15:00,106.181,106.173,106.183,106.12,106.18
2019-08-07 05:20:00,106.22,106.181,106.242,106.15,106.228
2019-08-07 05:25:00,106.225,106.22,106.229,106.17,106.226
2019-08-07 05:30:00,106.229,106.225,106.243,106.16,106.228
2019-08-07 05:35:00,106.251,106.229,106.263,106.19,106.251
2019-08-07 05:40:00,106.254,106.251,106.263,106.2,106.25
2019-08-07 05:45:00,106.222,106.254,106.256,106.19,106.223
2019-08-07 05:50:00,106.22,106.222,106.245,106.2,106.21
2019-08-07 05:55:00,106.202,106.22,106.222,106.17,106.202
2019-08-07 06:00:00,106.259,106.202,106.292,106.18,106.258
2019-08-07 06:05:00,106.266,106.259,106.282,106.22,106.26
2019-08-07 06:10:00,106.225,106.266,106.275,106.2,106.225
2019-08-07 06:15:00,106.242,106.225,106.251,106.18,106.23
2019-08-07 06:20:00,106.226,106.242,106.247,106.18,106.229
2019-08-07 06:25:00,106.224,106.226,106.24,106.16,106.224
2019-08-07 06:30:00,106.217,106.224,106.231,106.16,106.217
2019-08-07 06:35:00,106.231,106.217,106.253,106.18,106.228
2019-08-07 06:40:00,106.25,106.231,106.251,106.18,106.25
2019-08-07 06:45:00,106.243,106.25,106.253,106.2,106.243
2019-08-07 06:50:00,106.279,106.243,106.283,106.22,106.279
2019-08-07 06:55:00,106.301,106.279,106.322,106.22,106.301
2019-08-07 07:00:00,106.266,106.301,106.301,106.22,106.267
2019-08-07 07:05:00,106.257,106.266,106.297,106.22,106.257
2019-08-07 07:10:00,106.232,106.257,106.259,106.2,106.231
2019-08-07 07:15:00,106.234,106.232,106.24,106.18,106.232
2019-08-07 07:20:00,106.189,106.234,106.261,106.17,106.19
2019-08-07 07:25:00,106.207,106.189,106.224,106.16,106.206
2019-08-07 07:30:00,106.217,106.207,106.239,106.17,106.217
2019-08-07 07:35:00,106.206,106.217,106.238,106.18,106.204
2019-08-07 07:40:00,106.207,106.206,106.221,106.17,106.206
2019-08-07 07:45:00,106.22,106.207,106.22,106.17,106.22
2019-08-07 07:50:00,106.271,106.22,106.279,106.19,106.271
2019-08-07 07:55:00,106.299,106.271,106.306,106.23,106.298
2019-08-07 08:00:00,106.277,106.299,106.301,106.24,106.277
2019-08-07 08:05:00,106.303,106.277,106.315,106.25,106.298
2019-08-07 08:10:00,106.278,106.303,106.31,106.24,106.277
2019-08-07 08:15:00,106.261,106.278,106.297,106.23,106.259
2019-08-07 08:20:00,106.227,106.261,106.261,106.19,106.226
2019-08-07 08:25:00,106.247,106.227,106.25,106.21,106.246
2019-08-07 08:30:00,106.233,106.247,106.273,106.2,106.233
2019-08-07 08:35:00,106.254,106.233,106.256,106.19,106.251
2019-08-07 08:40:00,106.225,106.254,106.277,106.18,106.225
2019-08-07 08:45:00,106.215,106.225,106.241,106.18,106.21
2019-08-07 08:50:00,106.212,106.215,106.235,106.17,106.207
2019-08-07 08:55:00,106.232,106.212,106.242,106.18,106.23
2019-08-07 09:00:00,106.256,106.232,106.27,106.21,106.255
2019-08-07 09:05:00,106.242,106.256,106.272,106.19,106.24
2019-08-07 09:10:00,106.275,106.242,106.284,106.23,106.269
