Date,Open,High,Low,Close,Adj Close,Volume
2014-09-12,8.270000,8.280000,8.000000,8.200000,7.547926,747500
2014-09-15,8.300000,8.470000,8.160000,8.390000,7.722816,1085500
2014-09-16,8.460000,8.910000,8.430000,8.680000,7.989757,797300
2014-09-17,8.810000,8.810000,8.470000,8.500000,7.824070,456800
2014-09-18,8.500000,8.700000,8.400000,8.560000,7.879298,616100
2014-09-19,8.410000,8.700000,8.410000,8.660000,7.971346,333900
2014-09-22,8.540000,8.650000,8.250000,8.250000,7.593949,621600
2014-09-23,8.280000,8.360000,8.110000,8.200000,7.547926,681700
2014-09-24,8.110000,8.260000,8.030000,8.170000,7.520312,1395400
2014-09-25,8.180000,8.320000,7.920000,8.000000,7.363831,1166800
2014-09-26,8.000000,8.140000,7.930000,7.970000,7.336215,393900
2014-09-29,7.900000,7.920000,7.310000,7.310000,6.728699,1198500
2014-09-30,7.360000,7.580000,7.170000,7.580000,6.977229,1994700
2014-10-01,7.550000,7.680000,7.360000,7.630000,7.023253,1025600
2014-10-02,7.630000,8.120000,7.620000,7.910000,7.280987,734400
2014-10-03,7.910000,8.010000,7.810000,7.830000,7.207349,901200
2014-10-06,8.100000,8.400000,8.020000,8.220000,7.566336,520400
2014-10-07,8.240000,8.300000,8.110000,8.300000,7.639974,878700
2014-10-08,8.230000,8.500000,8.000000,8.400000,7.732021,1362100
2014-10-09,8.550000,8.650000,8.210000,8.650000,7.962141,696200
2014-10-10,8.130000,8.130000,8.130000,8.130000,7.483492,658800
2014-10-13,8.320000,8.450000,8.020000,8.030000,7.391444,679900
2014-10-14,8.140000,8.200000,8.060000,8.130000,7.483492,409400
